Acceleration (mss), Time since boot (us)2.149403,430444893
2.149403,430445569
2.149403,430446192
2.149403,430446815
2.149403,430447438
2.149403,430448058
2.149403,430448682
2.149403,430449294
2.149403,430449914
2.149403,430450571
1.842345,430451216
1.842345,430451860
1.842345,430452533
1.842345,430453167
1.842345,430453810
1.842345,430454428
1.842345,430455055
1.842345,430455673
1.842345,430456310
1.842345,430456951
1.842345,430457572
1.842345,430458194
1.842345,430458815
1.842345,430459430
1.842345,430460077
1.842345,430460732
1.535288,430461359
1.535288,430462002
1.535288,430462621
1.535288,430463263
1.535288,430463904
1.535288,430464536
1.535288,430465154
1.535288,430465796
1.535288,430466415
1.535288,430467034
1.535288,430467652
1.535288,430468268
1.535288,430468907
1.535288,430469533
1.535288,430470154
1.228230,430470796
1.228230,430471415
1.228230,430472032
1.228230,430472677
1.228230,430473298
1.228230,430473915
1.228230,430474570
1.228230,430475186
1.228230,430475804
1.228230,430476431
1.228230,430477062
1.228230,430477685
1.228230,430478313
1.228230,430478962
1.228230,430479602
1.228230,430480224
1.228230,430480848
1.228230,430481485
1.228230,430482105
1.228230,430482732
1.228230,430483353
1.228230,430483976
1.228230,430484629
1.228230,430485250
1.228230,430485871
1.228230,430486523
1.228230,430487166
1.228230,430487806
1.228230,430488425
1.228230,430489075
1.228230,430489723
1.228230,430490344
1.228230,430490964
1.228230,430491584
1.228230,430492203
1.228230,430492856
1.228230,430493523
1.228230,430494151
1.228230,430494779
1.228230,430495400
1.228230,430496055
1.228230,430496676
1.228230,430497294
1.228230,430497929
1.228230,430498554
1.228230,430499200
1.228230,430499847
1.228230,430500488
0.921173,430501149
0.921173,430501800
0.921173,430502419
0.921173,430503035
0.921173,430503658
0.921173,430504273
0.921173,430504896
0.921173,430505531
0.921173,430506149
0.921173,430506768
0.921173,430507383
0.921173,430508032
0.921173,430508676
0.921173,430509295
0.921173,430509911
1.228230,430510536
1.228230,430511153
1.228230,430511777
1.228230,430512397
1.228230,430513044
1.228230,430513687
1.228230,430514312
1.228230,430514933
1.228230,430515587
1.228230,430516231
1.228230,430516860
1.228230,430517534
1.228230,430518179
1.228230,430518804
1.228230,430519422
1.228230,430520065
0.614115,430520716
0.614115,430521331
0.614115,430521967
0.614115,430522615
0.614115,430523260
0.614115,430523903
0.614115,430524555
0.614115,430525212
0.614115,430525860
0.614115,430526519
0.614115,430527173
0.614115,430527793
0.614115,430528413
0.614115,430529034
0.614115,430529682
0.921173,430530314
0.921173,430530964
0.921173,430531605
0.921173,430532222
0.921173,430532864
0.921173,430533538
0.921173,430534197
0.921173,430534837
0.921173,430535470
0.921173,430536092
0.921173,430536732
0.921173,430537349
0.921173,430537967
0.921173,430538587
0.921173,430539207
0.921173,430539854
0.614115,430540490
0.614115,430541137
0.614115,430541792
0.614115,430542414
0.614115,430543039
0.614115,430543657
0.614115,430544277
0.614115,430544927
0.614115,430545582
0.614115,430546204
0.614115,430546824
0.614115,430547442
0.614115,430548090
0.614115,430548713
0.614115,430549329
0.614115,430549951
0.921173,430550572
0.921173,430551194
0.921173,430551816
0.921173,430552432
0.921173,430553055
0.921173,430553676
0.921173,430554295
0.921173,430554937
0.921173,430555594
0.921173,430556235
0.921173,430556877
0.921173,430557541
0.921173,430558168
0.921173,430558786
0.921173,430559404
0.921173,430560027
0.307058,430560665
0.307058,430561278
0.307058,430561921
0.307058,430562551
0.307058,430563191
0.307058,430563835
0.307058,430564472
0.307058,430565092
0.307058,430565743
0.307058,430566367
0.307058,430567011
0.307058,430567659
0.307058,430568277
0.307058,430568919
0.307058,430569548
0.921173,430570193
0.921173,430570837
0.921173,430571464
0.921173,430572080
0.921173,430572695
0.921173,430573325
0.921173,430573985
0.921173,430574635
0.921173,430575262
0.921173,430575886
0.921173,430576534
0.921173,430577155
0.921173,430577804
0.921173,430578417
0.921173,430579032
0.921173,430579684
0.614115,430580301
0.614115,430580949
0.614115,430581601
0.614115,430582259
0.614115,430582913
0.614115,430583561
0.614115,430584179
0.614115,430584799
0.614115,430585417
0.614115,430586066
0.614115,430586715
0.614115,430587331
0.614115,430587968
0.614115,430588585
0.614115,430589234
0.307058,430589879
0.307058,430590529
0.307058,430591174
0.307058,430591797
0.307058,430592415
0.307058,430593059
0.307058,430593706
0.307058,430594322
0.307058,430594947
0.307058,430595567
0.307058,430596189
0.307058,430596829
0.307058,430597446
0.307058,430598074
0.307058,430598695
0.307058,430599329
0.307058,430599950
0.307058,430600572
0.307058,430601191
0.307058,430601809
0.307058,430602424
0.307058,430603044
0.307058,430603681
0.307058,430604301
0.307058,430604937
0.307058,430605590
0.307058,430606220
0.307058,430606842
0.307058,430607484
0.307058,430608127
0.307058,430608747
0.307058,430609369
0.307058,430609992
0.307058,430610636
0.307058,430611252
0.307058,430611871
0.307058,430612530
0.307058,430613184
0.307058,430613809
0.307058,430614437
0.307058,430615063
0.307058,430615683
0.307058,430616312
0.307058,430616956
0.307058,430617570
0.307058,430618190
0.307058,430618811
0.307058,430619431
-0.307058,430620073
-0.307058,430620696
-0.307058,430621327
-0.307058,430621978
-0.307058,430622612
-0.307058,430623241
-0.307058,430623867
-0.307058,430624538
-0.307058,430625164
-0.307058,430625820
-0.307058,430626442
-0.307058,430627072
-0.307058,430627723
-0.307058,430628342
-0.307058,430628994
-0.307058,430629619
-0.307058,430630275
-0.307058,430630897
-0.307058,430631554
-0.307058,430632178
-0.307058,430632801
-0.307058,430633423
-0.307058,430634075
-0.307058,430634704
-0.307058,430635329
-0.307058,430635973
-0.307058,430636597
-0.307058,430637220
-0.307058,430637849
-0.307058,430638511
-0.307058,430639168
0.000000,430639795
0.000000,430640415
0.000000,430641059
0.000000,430641675
0.000000,430642296
0.000000,430642911
0.000000,430643560
0.000000,430644207
0.000000,430644848
0.000000,430645480
0.000000,430646140
0.000000,430646769
0.000000,430647388
0.000000,430648005
0.000000,430648624
0.000000,430649261
-0.307058,430649898
-0.307058,430650556
-0.307058,430651181
-0.307058,430651810
-0.307058,430652431
-0.307058,430653081
-0.307058,430653738
-0.307058,430654360
-0.307058,430655012
-0.307058,430655636
-0.307058,430656291
-0.307058,430656948
-0.307058,430657573
-0.307058,430658197
-0.307058,430658817
0.000000,430659443
0.000000,430660064
0.000000,430660682
0.000000,430661298
0.000000,430661915
0.000000,430662539
0.000000,430663157
0.000000,430663774
0.000000,430664393
0.000000,430665009
0.000000,430665655
0.000000,430666270
0.000000,430666914
0.000000,430667543
0.000000,430668160
0.000000,430668773
-0.614115,430669399
-0.614115,430670029
-0.614115,430670680
-0.614115,430671303
-0.614115,430671924
-0.614115,430672581
-0.614115,430673228
-0.614115,430673854
-0.614115,430674521
-0.614115,430675182
-0.614115,430675841
-0.614115,430676485
-0.614115,430677146
-0.614115,430677799
-0.614115,430678422
-0.614115,430679049
-0.614115,430679691
-0.614115,430680318
-0.614115,430680963
-0.614115,430681611
-0.614115,430682236
-0.614115,430682883
-0.614115,430683539
-0.614115,430684160
-0.614115,430684812
-0.614115,430685441
-0.614115,430686069
-0.614115,430686695
-0.614115,430687328
-0.614115,430687950
-0.614115,430688573
-0.921173,430689195
-0.921173,430689818
-0.921173,430690441
-0.921173,430691070
-0.921173,430691723
-0.921173,430692345
-0.921173,430692996
-0.921173,430693629
-0.921173,430694255
-0.921173,430694880
-0.921173,430695540
-0.921173,430696167
-0.921173,430696789
-0.921173,430697409
-0.921173,430698063
-0.921173,430698692
-0.921173,430699325
-0.921173,430699976
-0.921173,430700630
-0.921173,430701280
-0.921173,430701932
-0.921173,430702583
-0.921173,430703211
-0.921173,430703838
-0.921173,430704482
-0.921173,430705104
-0.921173,430705761
-0.921173,430706386
-0.921173,430707036
-0.921173,430707659
-0.921173,430708293
-1.535288,430708950
-1.535288,430709570
-1.535288,430710220
-1.535288,430710846
-1.535288,430711478
-1.535288,430712131
-1.535288,430712755
-1.535288,430713378
-1.535288,430714008
-1.535288,430714629
-1.535288,430715273
-1.535288,430715930
-1.535288,430716590
-1.535288,430717242
-1.535288,430717864
-1.535288,430718540
-1.842345,430719197
-1.842345,430719854
-1.842345,430720520
-1.842345,430721175
-1.842345,430721804
-1.842345,430722423
-1.842345,430723045
-1.842345,430723691
-1.842345,430724324
-1.842345,430724974
-1.842345,430725629
-1.842345,430726259
-1.842345,430726905
-1.842345,430727564
-1.842345,430728190
-2.149403,430728815
-2.149403,430729440
-2.149403,430730063
-2.149403,430730691
-2.149403,430731327
-2.149403,430731956
-2.149403,430732608
-2.149403,430733237
-2.149403,430733885
-2.149403,430734521
-2.149403,430735146
-2.149403,430735775
-2.149403,430736399
-2.149403,430737057
-2.149403,430737684
-2.149403,430738318
-1.535288,430738968
-1.535288,430739620
-1.535288,430740248
-1.535288,430740877
-1.535288,430741531
-1.535288,430742158
-1.535288,430742811
-1.535288,430743435
-1.535288,430744057
-1.535288,430744704
-1.535288,430745327
-1.535288,430745980
-1.535288,430746637
-1.535288,430747266
-1.535288,430747891
-1.535288,430748531
